#Reps,MilaLexiconPointer,Undotted,POS
87,20193,פרלמנטרי,adjective
87,20355,נקי,adjective
87,21034,ענק,adjective
87,21115,הלאה,participle:noun
87,21569,נדיר,adjective
87,21664,מקרב,preposition
87,26050,רינה,properName
87,2704,הלוואה,noun
87,27930,העצני,properName
87,4034,"אחה""צ",noun
87,4419,ביילין,properName
87,5136,הסכים,participle:verb
87,7029,אכף,verb
87,7599,סכר,participle:noun
87,9155,חיפש,participle:verb
87,9215,קטלני,adjective
87,9229,רעידה,noun
87,9483,פועל,properName
87,997,גשם,noun
86,10481,רכש,participle:noun
86,1108,נעקר,verb
86,12021,פריז,properName
86,14418,שכח,verb
86,15289,תיאם,verb
86,16262,מלאכה,noun
86,16492,רם,properName
86,16967,כיהן,participle:verb
86,17620,פס,noun
86,18337,חדל,verb
86,18801,גליל,noun
86,19377,טופס,noun
86,20274,אוזן,noun
86,458,תקיף,adjective
86,4700,עלול,adjective
86,5723,הובלה,noun
86,6621,בלט,participle:adjective
86,7786,כתף,noun
86,8947,פינה,verb
86,987,הנגבי,properName
85,0,"סל""ע",properName
85,0,פאוול,properName
85,10000,ביקוש,noun
85,10308,התיישב,verb
85,10450,שיער,verb
85,1067,ממשי,adjective
85,10765,חשף,participle:verb
85,11036,ערער,verb
85,12328,אפשר,participle:noun
85,12965,חדרה,properName
85,15751,פוליטיקה,noun
85,16578,ודאות,noun
85,16712,בהחלט,adverb
85,17219,אושוויץ,properName
85,17372,הוכן,verb
85,17798,הפקה,noun
85,18638,הוכח,verb
85,20210,זעם,noun
85,21371,פרובוקציה,noun
85,2423,חילץ,verb
85,27476,נצרים,properName
85,28034,ב',noun
85,3289,ריכז,verb
85,3317,ייצג,verb
85,3496,סעודי,adjective
85,5549,ששון,properName
85,6384,פיקח,participle:noun
85,7246,משמעי,adjective
85,7329,חבש,participle:noun
85,8251,מעוז,noun
85,9752,נאסף,verb
84,11211,השבתה,noun
84,11651,קדוש,adjective
84,11692,בהקדם,adverb
84,11752,ערבה,noun
84,11925,מיסיונר,noun
84,13145,טייל,participle:noun
84,13419,סודי,adjective
84,13662,סמך,participle:verb
84,14638,פורת,properName
84,15399,נציגה,noun
84,1760,הונח,participle:noun
84,18923,עמידה,noun
84,19398,פוליטיקאי,noun
84,20079,הלם,participle:adjective
84,20104,זרק,verb
84,21151,אקדמיה,noun
84,24178,מדעי,adjective
84,24917,רשאי,modal
84,25874,בכדי,conjunction
84,27636,אדן,properName
84,28031,ד',noun
84,3974,יקב,noun
84,525,הנצחה,noun
84,691,התראיין,verb
84,7000,חבילה,noun
84,7034,רכב,verb
84,7435,תפעל,verb
84,8100,אנוש,adjective
84,8398,התארגנות,noun
84,9123,הושלם,verb
84,9612,בינתיים,adverb
84,9908,לקוח,noun
83,12134,פיננסי,adjective
83,13106,הפיל,verb
83,14542,סודר,participle:adjective
83,15250,זקן,noun
83,15365,איגרת,noun
83,16052,שילה,properName
83,17497,נעלם,verb
83,17686,ממש,noun
83,17920,הליכה,noun
83,18135,זוכה,verb
83,18586,דורון,properName
83,1890,מיותר,adjective
83,18949,פגז,noun
83,19094,עצר,participle:verb
83,20030,התאבד,participle:noun
83,2275,ציפי,properName
83,24586,משמעתי,adjective
83,4247,משפחתי,adjective
83,7267,ימי,adjective
83,7923,אוחד,participle:adjective
83,950,ברירה,noun
82,10788,יציג,adjective
82,10975,המתין,participle:verb
82,11001,פקולטה,noun
82,11489,איטליה,properName
82,12191,נפלא,adjective
82,15061,נהרס,verb
82,15133,שיבש,verb
82,15220,מרכז,verb
82,16251,עסק,participle:noun
82,16964,התאים,verb
82,18590,דיבור,noun
82,18993,מזג,noun
82,19084,שנאה,noun
82,19749,עכו,properName
82,20648,שוכנע,participle:verb
82,2792,אסלאם,noun
82,2999,הונע,participle:verb
82,3627,פריסה,noun
82,6225,כושר,noun
82,660,נעשה,participle:noun
82,8904,רובע,noun
81,10598,אילץ,verb
81,11267,הכשיר,verb
81,1192,גבינה,noun
81,1319,שלח,participle:noun
81,15986,ג'יהאד,noun
81,17234,שבועון,noun
81,18225,מיגן,verb
81,1886,חיזק,participle:verb
81,19814,דמשק,properName
81,20528,דפוס,noun
81,20671,שכיר,noun
81,2640,שליחה,noun
81,2773,זיוף,noun
81,3885,חניך,noun
81,4430,עישון,noun
81,481,בלם,verb
81,5174,אופק,noun
81,5607,דיפלומטי,adjective
81,5681,פומבי,adjective
81,581,נמכר,verb
81,7336,שידר,verb
81,7958,ילדות,noun
81,8470,טאליבן,properName
81,9757,חטף,participle:noun
80,10279,מערך,noun
80,10394,עונש,noun
80,14003,השתנה,verb
80,15862,לחם,verb
80,18620,תועלת,noun
80,18721,הוברר,verb
80,18875,ממילא,adverb
80,18878,מעבורת,noun
80,18921,דרש,participle:noun
80,19724,עמד,participle:noun
80,20360,גבר,verb
80,2355,פנחס,properName
80,28023,כולם,pronoun
80,3517,אמא,noun
80,544,התעורר,verb
80,5683,עוין,adjective
80,6035,נציבות,noun
80,76,הוריקן,noun
80,8719,שרשרת,noun
79,0,סטרוק,properName
79,10928,באם,conjunction
79,11929,טכני,adjective
79,14775,יואב,properName
79,15826,שתיקה,noun
79,16721,צפונית,adverb
79,17504,רומניה,properName
79,17537,יצהר,noun
79,18000,עבדאללה,properName
79,19187,האשמה,noun
79,19224,תעריף,noun
79,19826,גיבוי,noun
79,20425,ריגל,participle:noun
79,2464,סביבתי,adjective
79,4168,"זצ""ל",title
79,4649,חוזר,verb
79,5332,שנייה,noun
79,5629,גבורה,noun
79,7278,פסק,participle:noun
79,8565,שש,numeral
79,8856,נעדר,participle:noun
79,9544,פיזור,noun
78,0,ויזנטל,properName
78,0,מידד,properName
78,11724,נאם,verb
78,12593,כור,noun
78,13064,שריד,properName
78,14964,עקב,verb
78,15964,ניתק,participle:noun
78,1618,שלמות,noun
78,16762,זיקוק,noun
78,17228,שיקר,verb
78,17545,שאיפה,noun
78,20387,עירית,noun
78,21688,גבה,verb
78,24718,איפה,interrogative
78,25597,אסאד,properName
78,2629,דה,properName
78,2722,שמחה,properName
78,3462,קנה,noun
78,6319,אלו,pronoun
78,6718,פשע,participle:noun
78,7113,קנדה,properName
78,7257,נגזר,verb
78,7381,סיסמה,noun
78,8434,מבט,noun
78,8504,אתיופיה,properName
77,10055,הדף,verb
77,11423,התפרסם,participle:verb
77,1183,הואשם,verb
77,13451,עריכה,noun
77,13643,אבטח,verb
77,14945,מכולה,noun
77,15419,דאז,adverb
77,1636,ישב,participle:verb
77,16706,אוסטרליה,properName
77,17050,פישר,verb
77,17811,נשמר,verb
77,17847,בוסס,participle:verb
77,18057,סדנה,noun
77,18123,סרטון,noun
77,18612,ברזל,noun
77,18802,אמר,participle:noun
77,1921,אבנר,properName
77,21128,התנקשות,noun
77,21886,בר,adjective
77,2264,תוכנן,participle:noun
77,24526,איכותי,adjective
77,252,אורית,properName
77,3247,אריק,properName
77,4031,בהיר,adjective
77,5335,שקל,participle:verb
77,5816,כביכול,adverb
77,6511,קלות,noun
77,7775,אובדן,noun
77,8760,לידה,noun
77,898,מתח,noun
76,10424,בוטה,adjective
76,1128,נבע,participle:verb
76,1236,"סא""ל",noun
76,1330,רוזן,properName
76,14348,טוב,noun
76,14685,כסא,noun
76,15172,הפסיד,verb
76,15261,הבכיר,participle:noun
76,16614,לינה,noun
76,16624,אושפז,verb
76,17662,מסביב,adverb
76,18489,מונית,noun
76,18699,ספרד,properName
76,18823,מודיעיני,adjective
76,18933,הכיל,verb
76,19075,סידר,verb
76,19166,שיבוש,noun
76,19368,הוסלם,participle:adjective
76,19916,ייבא,verb
76,20348,תצפית,noun
76,20360,גבר,participle:verb
76,20894,הוגן,adjective
76,2123,פרנסה,noun
76,2663,פיתח,participle:noun
76,2946,אנדרטה,noun
76,6985,שירות,noun
76,7395,בינוי,noun
76,8587,ריבונות,noun
75,0,אורלינס,properName
75,11165,רבע,numeral
75,11825,אבל,noun
75,11828,עדיף,adjective
75,1214,ממד,noun
75,12569,עורר,participle:verb
75,1278,יתיר,adjective
75,14309,שמח,verb
75,1575,התלונן,verb
75,16466,מילא,participle:noun
75,1803,הקפיא,verb
75,20507,הדיח,verb
75,24552,ארד,properName
75,4060,נהיגה,noun
75,5660,איזון,noun
75,575,חוויה,noun
75,6699,יושם,verb
75,6860,חגג,verb
75,7450,נכלא,verb
75,8601,מינימום,noun
75,9365,חטיפה,noun
74,0,אוסאמה,properName
74,10308,התיישב,participle:verb
74,11399,עוול,noun
74,12910,התכוון,verb
74,12932,סוציאלי,adjective
74,13121,ברח,verb
74,14083,העשרה,noun
74,16073,ציווה,participle:verb
74,17891,גרוע,adjective
74,20189,זהירות,noun
74,20774,אפה,verb
74,21035,מוקם,participle:verb
74,255,מירון,properName
74,2744,הוקף,verb
74,6049,הדדי,adjective
74,6441,אדר,properName
74,6463,גרר,verb
74,6516,רע,noun
73,11132,דחיפות,noun
73,11288,פור,noun
73,12037,אורן,properName
73,13044,כשר,adjective
73,13588,הוצע,verb
73,14005,מילוי,noun
73,14276,גלגל,noun
73,15079,ליווי,noun
73,1718,סיפק,participle:verb
73,17380,דרוזי,adjective
73,17802,כלב,noun
73,18300,מחר,noun
73,19237,תלה,participle:adjective
73,19333,שאר,noun
73,19429,מרד,participle:noun
73,19482,פורש,participle:adjective
73,20030,התאבד,participle:adjective
73,20402,ארנון,properName
73,20425,ריגל,verb
73,24549,"סמנכ""ל",noun
73,24697,גולן,properName
73,24830,כעבור,preposition
73,3933,הודיע,participle:verb
73,3980,נציב,noun
73,4593,הועסק,participle:verb
73,5182,כפל,participle:adjective
73,6649,דתי,noun
73,7559,הוזמן,verb
73,7654,בקר,noun
73,7849,נאסר,verb
73,828,נחתם,verb
73,9847,העיד,verb
72,0,לו.,properName
72,11230,חש,participle:verb
72,1135,שגר,noun
72,15071,דאג,participle:verb
72,15306,קדם,participle:noun
72,15426,פסל,participle:adjective
72,15904,רובינשטיין,properName
72,16230,הוכנס,verb
72,16407,תיווך,participle:noun
72,16926,ריק,adjective
72,17949,ירק,verb
72,1818,בתוקף,adverb
72,18711,פירוש,noun
72,19359,השבית,verb
72,20055,תוכן,noun
72,20404,מוסקבה,properName
72,20546,אסתר,properName
72,20715,קשר,verb
72,21733,גדל,participle:noun
72,24728,בדומה,adverb
72,25148,דחלאן,properName
72,2796,כינה,verb
72,3204,התייעצות,noun
72,3262,פריט,noun
72,4456,נחסם,verb
72,4559,גזר,verb
72,5045,נחוש,adjective
72,6624,הפריע,verb
72,6801,פנה,participle:verb
72,8151,שימוע,noun
72,8360,ערך,participle:verb
72,8442,אכל,verb
72,8856,נעדר,verb
72,9421,מעבדה,noun
72,9947,אסטרטגיה,noun
71,0,עלא,properName
71,10054,חודש,participle:adjective
71,11222,גנרל,noun
71,12135,חסך,verb
71,1263,שרון,properName
71,13092,עציר,noun
71,13360,רבני,properName
71,13860,בבקשה,interjection
71,14090,אנושות,noun
71,15116,גרוש,noun
71,15155,קבר,verb
71,16520,צפייה,noun
71,17318,הצביע,participle:noun
71,18211,שבועי,adjective
71,18325,שלט,verb
71,18525,תכנן,participle:noun
71,19019,אשכול,properName
71,19189,חריגה,noun
71,19847,פטירה,noun
71,19991,ציער,verb
71,20861,ארבעים,numeral
71,20991,"מטכ""ל",noun
71,23251,נתיבה,noun
71,23492,ביבר,noun
71,2461,אליקים,properName
71,24676,מבלי,preposition
71,2973,השתלב,verb
71,360,כיבד,verb
71,4561,ביצה,noun
71,5029,ניתן,participle:noun
71,5897,לוויין,noun
71,5952,שווה,adjective
71,649,שחר,noun
71,6732,חיבר,verb
71,7107,בעלות,noun
71,8865,צום,noun
71,8965,קאבול,properName
71,9527,החזר,noun
71,9763,תרם,participle:verb
70,10214,אורתודוקסי,adjective
70,10305,חודשי,adjective
70,10896,לום,noun
70,12546,ניסנית,properName
70,13732,קזינו,noun
70,14358,מהות,noun
70,15732,שיבח,verb
70,15738,פעם,adverb
70,16564,הקדים,verb
70,17108,התחיל,participle:noun
70,17244,ספר,participle:adjective
70,17372,הוכן,participle:verb
70,1861,סילק,verb
70,21373,שרגא,properName
70,2701,יהלום,properName
70,3485,קהיר,properName
70,3510,נכנע,verb
70,4557,ידידיה,properName
70,4751,הלם,noun
70,4812,ישירות,adverb
70,6275,שודר,verb
70,6528,החרים,verb
70,7268,מכפלה,noun
69,10337,כבאי,noun
69,10753,עילה,noun
69,10901,אפליה,noun
69,1148,התקבל,participle:verb
69,12586,עשיר,adjective
69,12820,גבייה,noun
69,13269,צייר,verb
69,13314,הובטח,verb
69,13323,שולב,participle:adjective
69,14719,נובמבר,properName
69,14765,הבריח,verb
69,14790,מליון,noun
69,15327,קבורה,noun
69,16072,סליחה,noun
69,17730,העדר,noun
69,18064,הצטרפות,noun
69,18132,מתכונת,noun
69,19742,זרם,noun
69,19805,גטו,noun
69,20267,הפרעה,noun
69,20719,הורכב,participle:verb
69,27248,דליה,properName
69,3671,מחשבה,noun
69,3733,נעם,participle:noun
69,4189,מכבי,properName
69,556,צלב,noun
69,6332,אף,noun
69,7136,הופעל,participle:verb
69,9757,חטף,verb
68,0,באיזו,properName
68,0,לה.,properName
68,10497,התבקש,participle:verb
68,10787,הולנד,properName
68,11239,אשפוז,noun
68,11250,הכין,participle:verb
68,11553,הסתמך,verb
68,11910,נשמה,noun
68,12091,פתח,properName
68,12327,אגרה,noun
68,12708,שינה,participle:verb
68,1307,צמרת,noun
68,14147,התחשב,verb
68,1488,מסכה,noun
68,153,ניסן,properName
68,16734,ייעוץ,noun
68,19538,רכז,noun
68,21028,מחדל,noun
68,2459,יידה,verb
68,24666,לרעה,adverb
68,24865,ריאלית,adverb
68,2494,נרצח,participle:noun
68,2903,דוכן,noun
68,3451,"שב""ס",properName
68,4068,חיכה,verb
68,5381,ביטא,verb
68,5689,מצור,noun
68,5943,דחה,participle:verb
68,6563,משכן,verb
68,7336,שידר,participle:verb
68,785,לבנוני,adjective
68,8214,תצלום,noun
68,8273,הערים,verb
68,9050,נפש,participle:noun
68,9855,שפרעם,properName
68,998,מעי,noun
67,1016,רישת,verb
67,11307,שיקף,participle:verb
67,13212,טלפוני,adjective
67,14376,נכנס,participle:verb
67,14827,מדור,noun
67,16217,טיבע,participle:noun
67,16576,קרקע,participle:noun
67,17002,יפן,properName
67,17738,גיבוש,noun
67,19667,נקלע,verb
67,20023,דקה,noun
67,20681,הפלה,noun
67,21222,שוויון,noun
67,2145,הכרחי,adjective
67,2426,נכד,noun
67,24388,בריטי,noun
67,24606,רב,wPrefix
67,25103,מחמוד,properName
67,25909,בהרבה,adverb
67,27168,אמציה,properName
67,3642,הקפיד,verb
67,3886,קיווה,verb
67,4037,שבח,noun
67,5268,העתקה,noun
67,6339,אחרת,adverb
67,7244,עקרוני,adjective
67,7822,הסדרה,noun
67,783,בדימוס,adjective
67,806,הורד,verb
67,8329,ח'אן,noun
67,9083,מדויק,adjective
66,0,בה.,properName
66,0,עם.,properName
66,10576,מוקדם,adverb
66,11304,מזרחי,properName
66,11677,עבודה,properName
66,11807,ליווה,participle:noun
66,13292,יילד,verb
66,13812,עלילה,noun
66,14489,סקירה,noun
66,14982,חף,adjective
66,15104,פקח,noun
66,16466,מילא,participle:verb
66,17198,התקשה,participle:verb
66,17685,בשורה,noun
66,18768,כובד,participle:adjective
